bien_id,com_code,bien_type,bien_carrez_1,bien_surfbat,bien_numpieces
94038AL267129,94038,Appartement,34.19,34,1
94038Y202134,94038,Appartement,51.23,50,2
94041AO611,94041,Appartement,68.15,55,2
94003I97117,94003,Appartement,31.7,35,1
94003V369,94003,Appartement,92.7,93,5
94016Y460202,94016,Appartement,54.62,54,2
94041X123148,94041,Appartement,36.45,35,2
94081N1321,94081,Maison,51.13,62,2
94034J1264236,94034,Appartement,66.69,73,4
94041J1298,94041,Appartement,19.6,19,1
94041L464,94041,Appartement,129.12,130,3
94016H3315,94016,Appartement,36.23,37,2
94073J725120,94073,Appartement,60.85,62,3
94038V54285,94038,Appartement,60.58,60,4
94022F611,94022,Appartement,30.97,31,2
94081J151192,94081,Appartement,78.16,78,5
94081BL39114,94081,Appartement,95.97,96,5
94054AB2511,94054,Appartement,37.88,35,2
94022AV9228,94022,Appartement,43.61,43,2
94003P474,94003,Appartement,44.71,44,2
94081BD53230,94081,Appartement,39.82,39,2
94073M303107,94073,Appartement,53.26,53,2
94003S1152,94003,Appartement,69.66,76,3
94016E22420,94016,Appartement,54.43,50,3
94073A9226,94073,Appartement,62.02,61,4
94034V801325,94034,Appartement,64.09,74,4
94034O2199,94034,Appartement,53.34,53,3
94081E218152,94081,Appartement,17.39,18,1
94073AH117201,94073,Appartement,67.94,66,3
94016B74133,94016,Appartement,37.16,49,2
94073V1645,94073,Appartement,42.4,42,2
94054V2130,94054,Appartement,41.98,42,2
94037G522,94037,Appartement,77.8,60,5
94038M56368,94038,Appartement,55.14,56,3
94041V52148,94041,Appartement,64.27,64,3
94043C11914,94043,Appartement,80.29,68,4
94041J53240,94041,Appartement,65.11,63,3
94003I2713,94003,Appartement,31.09,32,2
94016Q2524,94016,Appartement,72.13,72,3
94081P12615,94081,Appartement,27.94,25,1
94073AH4649,94073,Appartement,88.22,86,4
94073AH4621,94073,Appartement,90.63,89,4
94034V97213,94034,Appartement,56.92,59,3
94073J6169,94073,Appartement,51.61,52,2
94073AH4648,94073,Appartement,44.99,44,2
94038F1511,94038,Appartement,64.95,65,4
94073M34120,94073,Appartement,65.65,66,3
94016I253,94016,Appartement,21.68,28,1
94076V317206,94076,Appartement,57.4,57,2
94003Q16113,94003,Maison,103.94,76,4
94016Y463266,94016,Appartement,52.53,52,2
94016D109119,94016,Appartement,18.39,20,1
94034O2511008,94034,Appartement,62.66,63,4
94081I10317,94081,Appartement,64.31,65,4
94081I2915,94081,Appartement,30.6,32,2
94034J1264044,94034,Appartement,66.59,73,4
94073M34127,94073,Appartement,58.37,59,3
94022AO5219,94022,Appartement,92.89,95,5
94073AH1111045,94073,Appartement,46.86,42,2
94081AN60139,94081,Appartement,75.89,77,4
94022AK8311,94022,Appartement,55.85,55,3
94022AV8113,94022,Maison,110.3,110,5
94038S4913,94038,Appartement,57.81,53,3
94043G1915,94043,Appartement,37.1,53,3
94003E3623,94003,Appartement,20.38,25,1
94054AE39267,94054,Appartement,40.34,40,2
94016A16336,94016,Appartement,41.19,40,2
94081U154299,94081,Appartement,51.88,52,4
94076V69121,94076,Appartement,67.53,70,4
94073AH1113006,94073,Appartement,47.57,48,2
94003M193,94003,Appartement,42.19,35,2
94034E337320,94034,Appartement,56.27,67,3
94076B7239,94076,Appartement,20.5,21,1
94003R162303,94003,Appartement,57.89,50,2
94076B2710,94076,Appartement,45.01,42,2
94076AP432,94076,Appartement,57.27,16,1
94076AU21746,94076,Appartement,50.0,51,2
94022L424012,94022,Appartement,48.16,49,2
94034G67311,94034,Appartement,49.13,59,2
94016D9636,94016,Appartement,35.66,33,2
94021Q95301,94021,Appartement,23.54,19,1
94003R2214,94003,Appartement,61.27,72,4
94038AB802905,94038,Appartement,69.41,73,3
94037B1061,94037,Appartement,24.34,24,2
94016Y11820,94016,Appartement,40.72,40,2
94081U154164,94081,Appartement,39.2,38,2
94054P1462,94054,Maison,44.64,41,3
94034J1267029,94034,Appartement,65.88,75,4
94021A106,94021,Appartement,40.33,34,2
94076V317226,94076,Appartement,41.3,41,1
94037E54103,94037,Appartement,77.37,72,4
94073AB1792,94073,Appartement,73.6,61,2
94043C240137,94043,Appartement,29.68,29,1
94073Y11522,94073,Appartement,43.83,43,2
94034E337323,94034,Appartement,59.13,68,3
94081M65102,94081,Appartement,41.37,34,2
94073AH1111017,94073,Appartement,76.96,80,4
94054U267101,94054,Appartement,58.05,58,2
94076AI13912,94076,Appartement,53.99,55,3
94022AY874,94022,Appartement,59.71,60,3
94022AF9225,94022,Appartement,64.19,65,3
94081CM9816,94081,Appartement,17.4,17,1
94038AG2141,94038,Maison,169.31,140,5
94081AI460125,94081,Appartement,85.48,85,4
94076R22064,94076,Appartement,40.64,40,2
94041BC63455,94041,Appartement,56.43,57,3
94073AJ273230,94073,Appartement,65.16,70,3
94054AE117509,94054,Appartement,68.83,70,3
94076AP95137,94076,Appartement,70.7,69,5
94076AO20325,94076,Appartement,65.73,66,3
94034K1978011,94034,Appartement,61.95,61,3
94041BC63805,94041,Appartement,54.64,55,3
94081AU171803,94081,Appartement,88.76,89,4
94038U443,94038,Appartement,69.15,58,3
94022F3527,94022,Appartement,84.83,85,4
94081AZ38210,94081,Appartement,50.02,49,3
94081A810,94081,Appartement,26.53,28,2
94034O2511048,94034,Appartement,62.75,63,4
94073AJ27315,94073,Appartement,65.82,70,3
94003C1829,94003,Appartement,49.54,56,2
94081AD40104,94081,Maison,96.43,69,4
94041L1301,94041,Appartement,21.04,34,1
94041AT7798,94041,Appartement,83.3,83,4
94076AR16210,94076,Appartement,66.52,67,3
94038AB802880,94038,Appartement,85.34,90,4
94034Y127141,94034,Appartement,51.08,51,3
94003I12327,94003,Appartement,30.49,31,1
94043G24735,94043,Appartement,69.12,58,2
94076S436,94076,Appartement,64.14,62,3
94038M5662,94038,Appartement,55.54,56,3
94034J1267017,94034,Appartement,47.45,50,2
94073J157102,94073,Appartement,63.7,63,3
94037A24102,94037,Appartement,34.87,30,1
94034V901545,94034,Appartement,59.34,59,3
94038M56134,94038,Appartement,55.56,56,3
94021B306392,94021,Appartement,50.91,53,2
94041AP16641,94041,Appartement,38.29,39,3
94076Q52,94076,Maison,41.79,41,2
94016I1733,94016,Appartement,37.99,37,2
94054U1812,94054,Appartement,45.01,46,2
94041L1335,94041,Appartement,25.0,37,3
94034V801313,94034,Appartement,66.0,74,4
94034J1264203,94034,Appartement,66.66,73,4
94022AG8217,94022,Appartement,64.8,64,3
94081CU119219,94081,Appartement,68.34,68,4
94016B14817,94016,Appartement,67.31,66,4
94076R30711,94076,Appartement,32.17,32,1
94034V901573,94034,Appartement,67.35,74,4
94037C2511,94037,Appartement,42.23,56,2
94003M581,94003,Appartement,11.52,51,4
94038AF3929,94038,Appartement,38.5,43,2
94081I103149,94081,Appartement,54.18,63,3
94081F1771,94081,Appartement,34.24,65,3
94043G279171,94043,Appartement,67.94,68,4
94038O274,94038,Appartement,78.89,78,3
94041AL67179,94041,Appartement,72.13,70,4
94021B226143,94021,Appartement,66.25,73,4
94076AX46100,94076,Maison,48.44,75,3
94038P64290,94038,Appartement,99.62,105,5
94073AJ4045,94073,Appartement,47.02,48,2
94081D10415,94081,Appartement,32.67,32,2
94043D182525,94043,Appartement,39.29,40,1
94022B7334,94022,Appartement,64.34,64,3
94081G24695,94081,Appartement,66.26,66,3
94041I1017,94041,Appartement,50.14,50,3
94076AY702,94076,Maison,79.58,75,3
94038O354,94038,Appartement,84.08,90,4
94037J2135,94037,Appartement,34.05,32,2
94076R30314,94076,Appartement,39.81,40,2
94034R1635,94034,Appartement,40.54,40,2
94022A218,94022,Appartement,23.77,24,1
94054T17115,94054,Appartement,42.9,42,2
94043A5112,94043,Appartement,54.92,52,3
94081AD40137,94081,Maison,100.05,76,5
94037D14312,94037,Appartement,41.13,38,3
94038S533,94038,Appartement,35.91,36,2
94065G79321,94065,Appartement,43.8,44,2
94043D8512,94043,Appartement,52.44,57,3
94038I6240,94038,Appartement,78.86,81,4
94038T832,94038,Appartement,20.81,18,1
94041AN2683017,94041,Appartement,80.94,81,3
94022AE29163,94022,Appartement,64.09,65,4
94022AH13211,94022,Appartement,39.07,39,2
94073AE4216,94073,Appartement,48.48,49,2
94016N7841,94016,Appartement,60.3,60,4
94041AC49904,94041,Appartement,30.78,30,1
94037D1851050,94037,Appartement,58.91,59,2
94003G2116019,94003,Appartement,31.94,32,1
94081CT1610,94081,Appartement,21.07,18,1
94043D211,94043,Appartement,54.1,52,3
94081BQ13442,94081,Appartement,65.25,64,3
94043G3610,94043,Appartement,20.19,20,1
94081BD46219,94081,Appartement,52.65,54,3
94034O21961,94034,Appartement,63.85,55,3
94022D5845,94022,Appartement,16.04,15,1
94022AR604,94022,Maison,18.48,21,1
94038V54122,94038,Appartement,55.82,56,3
94041N266399,94041,Appartement,127.7,111,2
94076E935031,94076,Appartement,59.02,59,3
94034T6814,94034,Appartement,73.9,74,4
94034V1061914,94034,Appartement,68.12,74,4
94041AC12101,94041,Appartement,38.12,39,2
94041AL3325,94041,Appartement,28.76,28,2
94021B3674,94021,Maison,45.57,36,2
94022AM18537,94022,Appartement,33.76,35,2
94022J6421,94022,Appartement,16.52,53,3
94081BN414201,94081,Appartement,70.16,69,4
94081CX6520,94081,Appartement,31.4,33,2
94016Y518111,94016,Appartement,75.45,75,4
94021M13231,94021,Maison,97.09,88,4
94022J6420,94022,Appartement,39.94,53,3
94016H635,94016,Appartement,24.86,34,2
94073X14833,94073,Appartement,45.08,45,2
94073R10028,94073,Appartement,46.66,46,2
94076U19521,94076,Appartement,60.32,58,3
94041N151,94041,Appartement,265.49,58,3
94065I14370,94065,Appartement,27.96,28,1
94034J1267124,94034,Appartement,52.5,61,3
94081BD4396,94081,Appartement,86.13,86,4
94021Q1207,94021,Appartement,54.08,53,3
94034J1264154,94034,Appartement,76.01,84,5
94016T833,94016,Appartement,25.29,25,1
94076X4964,94076,Appartement,29.29,29,1
94043G1037,94043,Appartement,100.14,99,4
94043L221141,94043,Appartement,66.08,65,4
94076M10322,94076,Appartement,56.25,60,3
94041AC49705,94041,Maison,76.32,76,4
94073AH4643,94073,Appartement,31.63,30,1
94054U294136,94054,Appartement,33.85,34,2
94076AM13232,94076,Maison,52.48,63,3
94022M5311,94022,Appartement,79.49,79,4
94037C2435,94037,Appartement,49.46,43,2
94073AH468,94073,Appartement,90.94,89,4
94038M5668,94038,Appartement,66.22,66,4
94073AI503,94073,Maison,118.84,102,5
94022AM682,94022,Appartement,55.78,52,3
94081J151200,94081,Appartement,53.25,54,3
94016N7871,94016,Appartement,60.08,60,4
94041AN300102,94041,Appartement,62.01,62,3
94034J12612082,94034,Appartement,67.42,75,4
94003V681138,94003,Appartement,29.6,30,1
94016M10716,94016,Appartement,44.31,38,2
94038R29931,94038,Appartement,29.58,28,1
94038P64832,94038,Appartement,45.79,53,2
94073AH4427,94073,Appartement,80.0,80,4
94034K19293,94034,Appartement,66.13,66,3
94034V99838,94034,Appartement,61.04,74,4
94016Z23348,94016,Appartement,60.13,60,3
94034V143,94034,Appartement,68.37,68,4
94078AP1781,94078,Appartement,40.04,39,2
94056AB318107,94056,Maison,110.59,113,5
94004AB48774,94004,Appartement,67.48,67,3
94074AE13997,94074,Maison,82.21,86,4
94019AY3963,94019,Appartement,34.55,30,2
94060AR127110,94060,Appartement,48.02,49,2
94060AL4868,94060,Maison,80.0,66,4
94079AB16837,94079,Appartement,84.23,82,4
94071AV52612,94071,Appartement,24.3,34,2
94044AK39819,94044,Appartement,67.24,67,3
94060AL48270,94060,Maison,94.35,81,5
94078AV783,94078,Maison,45.28,23,2
94060AR46,94060,Appartement,72.75,72,4
94071AI739133,94071,Appartement,70.46,40,2
94071AH193115,94071,Appartement,58.78,57,3
94044AM786,94044,Appartement,67.1,67,3
94078AD9724,94078,Maison,103.71,104,6
94075AK247217,94075,Appartement,82.06,83,4
94001AE6242,94001,Maison,76.92,75,3
94078AH59113,94078,Appartement,48.04,45,3
94044AC56632008,94044,Appartement,63.77,63,3
94059AI75468,94059,Appartement,59.95,60,3
94019AT1202,94019,Appartement,19.07,20,1
94079AB16774,94079,Appartement,79.54,79,4
94079AS384138,94079,Appartement,63.55,66,3
94059AI75479,94059,Appartement,64.67,67,3
94071AV3111,94071,Appartement,34.2,34,2
94044AC130140,94044,Appartement,41.7,39,2
94078AO5116,94078,Appartement,32.06,31,2
94004AB25530041,94004,Appartement,85.22,84,4
94004AH58119,94004,Appartement,35.82,35,2
94078AO491107,94078,Appartement,68.04,66,4
94059AB51,94059,Maison,119.02,74,4
94060AR25325,94060,Appartement,77.15,77,4
94071AV5581228,94071,Appartement,41.85,42,2
94047AI51,94047,Appartement,19.13,20,1
94060AL48127,94060,Maison,84.62,72,4
94001AD115,94001,Appartement,37.35,40,2
94075AK239,94075,Appartement,20.34,16,1
94044AO18799,94044,Maison,108.57,74,3
94001AA2004,94001,Appartement,100.0,50,3
94077AP21036,94077,Appartement,19.58,17,1
94079AL3411,94079,Appartement,76.03,75,4
94044AE5183,94044,Appartement,32.98,33,1
94071AV301,94071,Appartement,173.03,64,3
94059AD576102,94059,Appartement,65.05,65,3
94071AY2331,94071,Maison,102.03,80,3
94079AB115145,94079,Appartement,27.86,35,2
94053AM111,94053,Maison,117.06,99,5
94059AD46083,94059,Appartement,95.0,103,4
94053AL12832,94053,Appartement,64.14,65,3
94079AR2911,94079,Maison,115.09,95,4
94071BC367177,94071,Appartement,48.19,48,2
94019AN39112,94019,Appartement,65.96,64,3
94059AM38318,94059,Appartement,44.84,44,2
94004AD2527,94004,Appartement,67.75,67,3
94019AI2481410,94019,Appartement,59.11,60,3
94074AE13977,94074,Maison,73.11,72,3
94019AM5531,94019,Maison,166.49,133,7
94053AL53146,94053,Appartement,44.73,44,2
94044AP424143,94044,Appartement,78.97,78,4
94056AB28154,94056,Maison,88.93,91,4
94077AT491103,94077,Appartement,44.11,49,3
94001AE118,94001,Appartement,33.98,34,2
94004AH116107,94004,Appartement,25.37,26,1
94078AD95316,94078,Appartement,65.16,65,3
94078AP465,94078,Appartement,10.9,9,1
94019AX674019,94019,Appartement,73.8,74,4
94078AC11820,94078,Appartement,31.05,30,2
94077AE4581,94077,Appartement,85.06,85,3
94060AC395223,94060,Appartement,32.15,30,1
94078AM37815,94078,Appartement,52.37,52,3
94044AP42812,94044,Appartement,57.2,57,3
94044D49838,94044,Appartement,58.05,58,3
94060AP812,94060,Appartement,29.81,33,1
94079AK175421,94079,Appartement,66.03,63,3
94079AB16849,94079,Appartement,72.1,72,3
94079AK175403,94079,Appartement,26.43,26,1
94059AE53154,94059,Appartement,98.18,96,4
94059AE34025,94059,Appartement,70.05,72,4
94004AB4961,94004,Appartement,2910.92,35,1
94047AN4010,94047,Maison,158.0,133,7
94071BD323,94071,Maison,141.5,124,5
94071AK626,94071,Appartement,80.38,80,4
94044AH464126,94044,Appartement,77.95,77,4
94078AK7711,94078,Appartement,41.96,46,3
94078AO5241,94078,Appartement,20.87,27,2
94056AB28131,94056,Maison,96.03,104,5
94044AC56632024,94044,Appartement,106.17,93,5
94004AD248104,94004,Appartement,39.84,40,2
94004AB48782,94004,Appartement,49.04,51,2
94019AX685072,94019,Appartement,43.53,44,2
94071BD3253,94071,Maison,99.02,91,4
94074AD1804,94074,Appartement,60.32,70,3
94078AP13911,94078,Appartement,54.04,53,3
94074A795341,94074,Appartement,62.71,62,3
94077AD422102,94077,Appartement,83.5,73,4
94001AE13117,94001,Appartement,31.11,32,1
94059AL84331,94059,Appartement,39.9,40,2
94071AH193135,94071,Appartement,57.28,57,3
94044AE48510,94044,Maison,77.92,82,5
94004AD25643,94004,Appartement,82.92,82,4
94079AB7764,94079,Appartement,41.15,41,2
94044AH4217,94044,Appartement,67.53,68,3
94044AO18738,94044,Maison,98.77,90,5
94078AH936,94078,Appartement,34.65,36,3
94070AN7045,94070,Appartement,40.73,40,2
94079AK204,94079,Appartement,94.51,95,4
94055AH2483,94055,Appartement,29.35,30,2
94059AL877597,94059,Appartement,68.67,69,4
94060AP416,94060,Maison,103.46,101,5
94044AC56632045,94044,Appartement,67.85,66,3
94078AP8511,94078,Appartement,28.16,27,2
94078AO13212,94078,Appartement,76.55,75,4
94078AC113147,94078,Appartement,77.8,76,4
94059AE891,94059,Appartement,61.5,62,3
94019AX685084,94019,Appartement,61.04,65,3
94059AL83136,94059,Appartement,58.77,59,3
94079AP2412,94079,Appartement,48.17,48,1
94079AP444,94079,Appartement,41.29,28,1
94044AK398210,94044,Appartement,67.57,67,3
94071AI385293,94071,Appartement,72.63,70,4
94071AH173523,94071,Appartement,68.53,69,4
94079AI4261,94079,Appartement,53.66,53,3
94044AD24613,94044,Appartement,55.82,58,3
94078AO31413,94078,Maison,92.24,85,4
94078AI5181,94078,Appartement,53.31,70,3
94075AK247262,94075,Appartement,79.39,80,4
94055AH322,94055,Maison,36.81,37,2
94079AN34,94079,Appartement,51.71,50,3
94078AO1601,94078,Appartement,25.06,25,1
94060AM993,94060,Maison,103.13,103,4
94044AC562429,94044,Appartement,45.35,45,2
94075AK247176,94075,Appartement,66.46,65,3
94077AB59543,94077,Appartement,55.52,54,3
94074AE13974,94074,Maison,72.39,72,4
94077AP21021,94077,Appartement,29.03,27,2
94056AB318102,94056,Maison,110.0,121,5
94019AX696130,94019,Appartement,43.32,44,2
94071AE320142,94071,Appartement,60.07,60,3
94044AC130258,94044,Appartement,42.41,39,2
94044AC65150,94044,Appartement,41.46,40,2
94060AL48123,94060,Maison,84.87,72,4
94071AB54135,94071,Appartement,85.09,83,4
94047AI292118,94047,Appartement,41.04,45,2
94077AB59540,94077,Appartement,54.6,54,3
94001AG1246,94001,Appartement,69.23,67,4
94071AT86510,94071,Maison,56.52,56,3
94019AN39105,94019,Appartement,66.27,64,3
94044AC561232,94044,Appartement,60.75,60,3
94071AT8658,94071,Maison,110.0,89,6
94075AN52,94075,Maison,192.14,107,3
94004AH6504,94004,Appartement,25.0,30,1
94004AH61315,94004,Appartement,35.55,35,2
94044AH65327,94044,Appartement,55.76,59,2
94074AE13969,94074,Maison,79.44,72,4
94079AB10342,94079,Appartement,65.35,65,3
94004AK412,94004,Maison,38.38,30,2
94060AL48370,94060,Maison,72.75,70,4
94059AL877759,94059,Appartement,30.19,31,1
94079AT4692,94079,Appartement,79.57,92,4
94074AH5585,94074,Appartement,37.99,38,2
94044AP42359,94044,Appartement,85.2,85,4
94019AX696057,94019,Appartement,43.15,44,2
94059AI75544,94059,Appartement,65.1,60,3
94079AK29912,94079,Appartement,64.2,60,2
94019AV368414,94019,Appartement,47.7,47,1
94019AX1151061,94019,Appartement,60.69,61,3
94019AX1151088,94019,Appartement,61.5,61,3
94019AN39135,94019,Appartement,65.18,64,3
94075AP13410,94075,Appartement,20.32,20,1
94059AL877823,94059,Appartement,45.23,45,2
94059AL865236,94059,Appartement,49.77,49,2
94059AD212132,94059,Appartement,70.31,70,3
94060AL48525,94060,Maison,72.81,72,4
94004AH2143,94004,Appartement,34.45,37,2
94053AL2803,94053,Appartement,217.1,70,2
94019AX496,94019,Maison,96.99,98,4
94078AN3381,94078,Maison,95.0,93,5
94071AI385202,94071,Appartement,57.67,58,3
94019AT7819,94019,Appartement,71.71,73,3
94019AN39141,94019,Appartement,104.17,96,5
94077AR22734,94077,Appartement,24.14,24,1
94044AK213218,94044,Appartement,50.01,48,2
94074A66279,94074,Appartement,63.19,62,3
94071AI79447,94071,Appartement,54.21,53,3
94019AN411115,94019,Appartement,61.87,62,3
94019AN355065,94019,Appartement,70.94,69,3
94074AD1803,94074,Appartement,41.31,45,3
94071AV5617,94071,Appartement,44.94,45,2
94044AN5073,94044,Appartement,70.83,73,2
94078AC113129,94078,Appartement,80.6,79,4
94044AP42819,94044,Appartement,76.6,76,4
94001AG1117,94001,Appartement,57.52,57,3
94044AH481533,94044,Appartement,42.6,43,2
94075AK247161,94075,Appartement,66.46,67,3
94044AP42814,94044,Appartement,59.15,59,3
94004AH24436,94004,Appartement,44.89,43,2
94056AB28111,94056,Maison,111.51,116,6
94044AP20244,94044,Appartement,62.85,64,4
94060AM305,94060,Appartement,71.46,53,3
94071AI385309,94071,Appartement,53.7,54,3
94059AM511,94059,Appartement,64.27,65,3
94079AK30456,94079,Appartement,32.42,32,1
94078AC113173,94078,Appartement,80.46,79,4
94074AD1813,94074,Appartement,154.01,150,5
94060AL48119,94060,Maison,72.0,72,4
94060AO1719,94060,Maison,83.85,85,4
94079AI4213,94079,Appartement,54.05,54,3
94078AP31920,94078,Appartement,29.9,32,2
94044AM210106,94044,Appartement,25.87,25,1
94059AN26275,94059,Appartement,47.89,48,1
94059AC341288,94059,Appartement,74.62,74,4
94078AO1353,94078,Appartement,51.9,50,3
94079AC341,94079,Maison,77.2,77,4
94077AB17896,94077,Maison,96.5,94,5
94044AI4171,94044,Appartement,40.0,40,2
94059AL84316,94059,Appartement,64.05,64,3
94077AI6620,94077,Appartement,46.5,46,2
94044AH653201,94044,Appartement,55.8,59,2
94001AE15086,94001,Appartement,79.22,74,4
94075AK247113,94075,Appartement,66.32,67,3
94079AT119,94079,Appartement,30.26,30,2
94060AH17813,94060,Appartement,49.48,45,2
94019AN2388,94019,Appartement,79.51,77,4
94071AV35105,94071,Appartement,25.3,23,1
94078AD9717,94078,Maison,84.72,84,4
94019AT18212,94019,Appartement,38.89,41,2
94019AT18213,94019,Appartement,38.07,38,2
94019AS2731,94019,Maison,110.0,100,5
94053AD15516,94053,Maison,141.7,111,4
94077AD4475,94077,Appartement,43.08,52,2
94078AH70316,94078,Appartement,1.36,13,1
94001AA771,94001,Appartement,39.65,42,2
94044AN273116,94044,Appartement,67.97,66,4
94044AD53138,94044,Appartement,39.8,39,2
94079AN691,94079,Appartement,64.34,68,3
94070AN763,94070,Appartement,35.2,35,1
94001AC105130,94001,Appartement,56.95,58,4
94059AI75458,94059,Appartement,64.35,63,3
94001AG1208,94001,Appartement,68.53,66,4
94001AE6217,94001,Appartement,27.65,25,1
94059AI75539,94059,Appartement,59.83,59,3
94044AC562713,94044,Appartement,71.92,72,4
94044C52351,94044,Appartement,77.52,77,4
94044AO18724,94044,Maison,116.84,105,4
94001AG1194,94001,Appartement,68.32,67,4
94056AB31899,94056,Maison,115.82,113,5
94071AW305,94071,Appartement,90.08,94,4
94077AS346106,94077,Appartement,35.62,36,2
94060AH1348,94060,Appartement,18.45,21,1
94059AE53117,94059,Appartement,111.47,83,4
94059AL877430,94059,Appartement,58.16,59,3
94047AI2231,94047,Maison,167.59,139,5
94001AC105417,94001,Appartement,78.89,80,5
94075AM612,94075,Appartement,65.4,66,3
94071AI22333,94071,Appartement,26.65,26,1
94059AL83175,94059,Appartement,28.56,27,1
94019AN355061,94019,Appartement,70.6,69,3
94079AH566,94079,Maison,102.99,86,4
94004AB4879,94004,Appartement,62.37,62,3
94060AM77423,94060,Appartement,45.51,45,2
94044AD4845,94044,Maison,76.62,76,4
94056AB31887,94056,Maison,118.03,113,5
94071AX30456,94071,Appartement,40.48,27,2
94053AD704,94053,Maison,141.8,107,6
94044AM91134,94044,Appartement,41.51,40,2
94079AK716,94079,Maison,131.87,115,5
94044AP42418,94044,Appartement,42.9,42,2
94060AL48476,94060,Maison,94.69,81,5
94004AD16317,94004,Appartement,33.45,35,2
94078AH423,94078,Appartement,47.5,48,3
94071AI739116,94071,Appartement,81.75,80,4
94019AN237,94019,Appartement,62.53,62,3
94059AL8715,94059,Appartement,58.81,54,3
94004AL5901,94004,Appartement,121.64,100,4
94060AM77417,94060,Appartement,29.68,29,1
94077AH14030,94077,Appartement,42.35,42,2
94079AN861,94079,Appartement,46.9,45,2
94004AH2142,94004,Appartement,28.45,28,1
94004AD25265,94004,Appartement,67.57,64,3
94044AD7097,94044,Appartement,69.5,69,3
94048AN2668,94048,Appartement,27.31,30,1
94059AC5538,94059,Appartement,43.6,43,2
94079AO1094,94079,Appartement,26.1,26,1
94060AL48369,94060,Maison,88.59,70,4
94056AB31867,94056,Maison,111.77,113,5
94044AK39829,94044,Appartement,68.87,67,3
94047AO438,94047,Maison,38.45,37,2
94001AC105407,94001,Appartement,57.99,56,3
94071AD25711,94071,Appartement,18.52,19,1
94019AT9413,94019,Appartement,46.0,47,2
94079AK29925,94079,Appartement,94.85,96,4
94047AO2901,94047,Maison,159.38,130,6
94079AR683,94079,Maison,80.0,84,5
94079AP24027,94079,Appartement,28.14,27,1
94079AO1097,94079,Appartement,42.13,41,2
94044AC68731,94044,Maison,88.5,85,4
94059AL83114,94059,Appartement,57.8,59,3
94044AN27311,94044,Appartement,42.1,41,2
94048AS369202,94048,Appartement,58.86,58,3
94019AN2376,94019,Appartement,84.05,80,4
94075AK247266,94075,Appartement,79.26,80,4
94079AB16773,94079,Appartement,74.6,74,4
94071BC370419,94071,Appartement,70.8,71,3
94047AI3031,94047,Maison,137.81,133,6
94001AG1288,94001,Appartement,68.67,67,4
94078AH62210,94078,Appartement,61.44,63,4
94019AY554,94019,Appartement,16.7,17,1
94001AC105304,94001,Appartement,56.8,55,3
94044AC562308,94044,Appartement,58.04,57,3
94044AK20217,94044,Maison,140.35,126,4
94079AS3357,94079,Appartement,41.56,44,2
94044AC507148,94044,Appartement,58.78,59,3
94079AS1781008,94079,Appartement,26.61,27,1
94004AB27112,94004,Appartement,78.35,77,4
94001AG1323,94001,Appartement,67.39,67,4
94044AC562710,94044,Appartement,55.52,56,3
94079AS343107,94079,Appartement,51.49,52,2
94052AB8114,94052,Appartement,34.07,34,2
94052F3129,94052,Appartement,44.04,52,3
94052L20730,94052,Appartement,28.5,28,1
94052D63201,94052,Appartement,50.08,50,2
94080H1289,94080,Appartement,50.6,50,3
94015H1603,94015,Maison,122.88,90,5
94067K18451,94067,Appartement,103.05,104,4
94080A1554,94080,Appartement,36.15,37,2
94080A19917,94080,Appartement,77.41,82,4
94080F63,94080,Appartement,60.76,50,5
94033BR111114,94033,Appartement,100.96,100,4
94052U11265,94052,Appartement,87.78,87,3
94058AC995,94058,Appartement,21.15,18,1
94067E2018,94067,Appartement,45.01,34,2
94033V11418,94033,Appartement,29.07,15,1
94080X17933,94080,Appartement,39.95,34,2
94052Y1061265,94052,Appartement,74.36,74,3
94080Q101111,94080,Appartement,45.71,45,2
94033U2201,94033,Appartement,52.05,50,3
94015AC44477,94015,Appartement,117.0,121,6
94080L1572040,94080,Appartement,31.75,32,1
94080E1043,94080,Appartement,48.12,38,3
94052R341,94052,Appartement,111.53,111,5
94080X16312,94080,Appartement,87.74,30,2
94033Z247101,94033,Appartement,64.06,63,3
94033C46118,94033,Appartement,17.01,18,1
94058AI3916,94058,Appartement,12.79,13,1
94067C5120,94067,Appartement,61.1,65,3
94080X1687,94080,Appartement,146.82,150,5
94058AM892,94058,Appartement,40.43,39,1
94067J10226,94067,Appartement,115.24,116,5
94017AF664,94017,Appartement,22.21,24,1
94080I5622,94080,Appartement,25.14,20,1
94067C8455,94067,Appartement,95.9,94,4
94080A1571,94080,Appartement,45.88,49,3
94067J17495,94067,Appartement,47.24,47,2
94058H1299,94058,Appartement,25.17,28,3
94067A621,94067,Appartement,34.71,40,2
94067K662,94067,Appartement,148.8,147,6
94080Q958,94080,Appartement,16.37,17,1
94067J9522,94067,Appartement,32.87,33,2
94058AB1008,94058,Appartement,41.11,41,2
94052D8354,94052,Appartement,62.95,64,3
94033BO8712,94033,Appartement,40.02,37,2
94058Q156116,94058,Appartement,86.82,86,4
94058E9841,94058,Appartement,29.02,38,1
94058AF2940,94058,Appartement,20.9,20,2
94058AR131202,94058,Appartement,86.25,90,4
94080V1257048,94080,Appartement,49.67,48,2
94080M658,94080,Appartement,63.72,63,3
94017AS5735,94017,Appartement,74.04,73,4
94080H1213,94080,Appartement,61.57,62,4
94080X18016,94080,Appartement,17.1,20,1
